"Statistic Label","Census Year","Age Group","Sex","Administrative Counties","Frequency of speaking Irish","Level of Irish Spoken","UNIT","VALUE"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","254"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","75"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","124"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","55"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","2148"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","95"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","674"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Not well","Number","1362"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Ability to speak Irish, not stated","Number","17"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Total","Number","1515"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Very well","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Well","Number","104"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Not well","Number","1335"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Ability to speak Irish, not stated","Number","69"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Total","Number","133"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Very well","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Well","Number","12"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Not well","Number","105"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Ability to speak Irish, not stated","Number","9"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Total","Number","4068"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Very well","Number","229"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Well","Number","978"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Not well","Number","2718"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","All Irish speakers","Ability to speak Irish, not stated","Number","143"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","32"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","11"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","14"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","6"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","6"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","5"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Very well","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and weekly outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and less often outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Total","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","97"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","51"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily outside the education system only","Speaks Irish - Well","Number","39"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily outside the education system only","Speaks Irish - Not well","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish daily outside the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","263"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","67"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","144"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","52"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","2071"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","81"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","645"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish less often outside the education system only","Speaks Irish - Not well","Number","1327"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Speaks Irish less often outside the education system only","Ability to speak Irish, not stated","Number","18"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Never speaks Irish outside the education system only","Speaks Irish - Total","Number","1469"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Never speaks Irish outside the education system only","Speaks Irish - Very well","Number","4"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Never speaks Irish outside the education system only","Speaks Irish - Well","Number","113"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Never speaks Irish outside the education system only","Speaks Irish - Not well","Number","1239"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Never speaks Irish outside the education system only","Ability to speak Irish, not stated","Number","113"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Not stated","Speaks Irish - Total","Number","127"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Not stated","Speaks Irish - Very well","Number","8"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Not stated","Speaks Irish - Well","Number","21"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Not stated","Speaks Irish - Not well","Number","87"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Fingal County Council","Not stated","Ability to speak Irish, not stated","Number","11"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","All Irish speakers","Speaks Irish - Total","Number","3753"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","All Irish speakers","Speaks Irish - Very well","Number","215"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","All Irish speakers","Speaks Irish - Well","Number","823"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","All Irish speakers","Speaks Irish - Not well","Number","2590"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","All Irish speakers","Ability to speak Irish, not stated","Number","125"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","33"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","12"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","13"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","8"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Very well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and weekly outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Not well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and less often outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Total","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","117"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","60"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily outside the education system only","Speaks Irish - Well","Number","40"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily outside the education system only","Speaks Irish - Not well","Number","14"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish daily outside the education system only","Ability to speak Irish, not stated","Number","3"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","211"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","47"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","104"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","58"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","2046"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","75"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","572"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish less often outside the education system only","Speaks Irish - Not well","Number","1372"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Speaks Irish less often outside the education system only","Ability to speak Irish, not stated","Number","27"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Never speaks Irish outside the education system only","Speaks Irish - Total","Number","1220"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Never speaks Irish outside the education system only","Speaks Irish - Very well","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Never speaks Irish outside the education system only","Speaks Irish - Well","Number","77"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Never speaks Irish outside the education system only","Speaks Irish - Not well","Number","1050"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Never speaks Irish outside the education system only","Ability to speak Irish, not stated","Number","86"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Not stated","Speaks Irish - Total","Number","117"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Not stated","Speaks Irish - Very well","Number","6"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Not stated","Speaks Irish - Well","Number","17"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Not stated","Speaks Irish - Not well","Number","87"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","South Dublin County Council","Not stated","Ability to speak Irish, not stated","Number","7"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","All Irish speakers","Speaks Irish - Total","Number","3467"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","All Irish speakers","Speaks Irish - Very well","Number","206"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","All Irish speakers","Speaks Irish - Well","Number","819"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","All Irish speakers","Speaks Irish - Not well","Number","2324"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","All Irish speakers","Ability to speak Irish, not stated","Number","118"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","29"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","15"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","8"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","4"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","6"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","5"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Very well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and weekly outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Not well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and less often outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Total","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","85"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","50"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily outside the education system only","Speaks Irish - Well","Number","27"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily outside the education system only","Speaks Irish - Not well","Number","8"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish daily outside the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","211"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","46"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","103"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","62"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","1909"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","79"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","565"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish less often outside the education system only","Speaks Irish - Not well","Number","1242"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Speaks Irish less often outside the education system only","Ability to speak Irish, not stated","Number","23"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Never speaks Irish outside the education system only","Speaks Irish - Total","Number","1105"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Never speaks Irish outside the education system only","Speaks Irish - Very well","Number","5"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Never speaks Irish outside the education system only","Speaks Irish - Well","Number","98"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Never speaks Irish outside the education system only","Speaks Irish - Not well","Number","912"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Never speaks Irish outside the education system only","Ability to speak Irish, not stated","Number","90"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Not stated","Speaks Irish - Total","Number","119"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Not stated","Speaks Irish - Very well","Number","5"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Not stated","Speaks Irish - Well","Number","16"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Not stated","Speaks Irish - Not well","Number","95"
